num_fam,nb_members,sum_quanti,sum_quali,nb_0,nb_mono,nb_multi,sum_0_mono_multi,max_multi
437,112,112,112,0,112,0,112,1
438,109,109,109,3,109,0,112,1
439,111,111,111,1,111,0,112,1
440,112,112,112,0,112,0,112,1
441,112,112,112,0,112,0,112,1
442,112,112,112,0,112,0,112,1
443,101,101,101,11,101,0,112,1
444,190,190,110,2,30,80,112,2
445,112,112,112,0,112,0,112,1
446,113,113,112,0,111,1,112,2
447,112,112,112,0,112,0,112,1
448,35,35,35,77,35,0,112,1
449,112,112,112,0,112,0,112,1
450,109,109,108,4,107,1,112,2
451,112,112,112,0,112,0,112,1
452,110,110,110,2,110,0,112,1
453,107,107,107,5,107,0,112,1
454,106,106,106,6,106,0,112,1
455,111,111,111,1,111,0,112,1
456,111,111,111,1,111,0,112,1
457,105,105,105,7,105,0,112,1
458,104,104,104,8,104,0,112,1
459,107,107,107,5,107,0,112,1
460,108,108,108,4,108,0,112,1
461,9,9,9,103,9,0,112,1
462,97,97,97,15,97,0,112,1
463,112,112,112,0,112,0,112,1
464,112,112,112,0,112,0,112,1
465,105,105,105,7,105,0,112,1
466,112,112,112,0,112,0,112,1
467,43,43,43,69,43,0,112,1
468,112,112,112,0,112,0,112,1
469,191,191,111,1,31,80,112,2
470,109,109,109,3,109,0,112,1
471,106,106,106,6,106,0,112,1
472,112,112,112,0,112,0,112,1
473,6,6,6,106,6,0,112,1
474,112,112,112,0,112,0,112,1
475,117,117,112,0,107,5,112,2
476,112,112,112,0,112,0,112,1
477,112,112,112,0,112,0,112,1
478,112,112,112,0,112,0,112,1
479,112,112,111,1,110,1,112,2
480,111,111,111,1,111,0,112,1
481,110,110,110,2,110,0,112,1
482,109,109,109,3,109,0,112,1
483,83,83,83,29,83,0,112,1
484,77,77,77,35,77,0,112,1
485,96,96,96,16,96,0,112,1
486,1,1,1,111,1,0,112,1
487,112,112,112,0,112,0,112,1
488,112,112,112,0,112,0,112,1
489,111,111,111,1,111,0,112,1
490,81,81,81,31,81,0,112,1
491,112,112,112,0,112,0,112,1
492,112,112,112,0,112,0,112,1
493,112,112,112,0,112,0,112,1
494,112,112,112,0,112,0,112,1
495,104,104,104,8,104,0,112,1
496,112,112,112,0,112,0,112,1
497,108,108,108,4,108,0,112,1
498,112,112,112,0,112,0,112,1
499,1,1,1,111,1,0,112,1
500,103,103,103,9,103,0,112,1
501,112,112,112,0,112,0,112,1
502,112,112,112,0,112,0,112,1
503,112,112,112,0,112,0,112,1
504,112,112,112,0,112,0,112,1
505,3,3,3,109,3,0,112,1
506,4,4,4,108,4,0,112,1
507,112,112,111,1,110,1,112,2
508,111,111,111,1,111,0,112,1
509,112,112,112,0,112,0,112,1
510,1,1,1,111,1,0,112,1
511,110,110,110,2,110,0,112,1
512,112,112,112,0,112,0,112,1
513,112,112,112,0,112,0,112,1
514,112,112,112,0,112,0,112,1
515,112,112,112,0,112,0,112,1
516,112,112,112,0,112,0,112,1
517,112,112,112,0,112,0,112,1
518,112,112,112,0,112,0,112,1
519,111,111,111,1,111,0,112,1
520,112,112,112,0,112,0,112,1
521,112,112,112,0,112,0,112,1
522,111,111,111,1,111,0,112,1
523,111,111,111,1,111,0,112,1
524,112,112,112,0,112,0,112,1
525,110,110,110,2,110,0,112,1
526,112,112,112,0,112,0,112,1
527,9,9,9,103,9,0,112,1
528,80,80,80,32,80,0,112,1
529,112,112,112,0,112,0,112,1
530,112,112,112,0,112,0,112,1
531,112,112,112,0,112,0,112,1
532,5,5,5,107,5,0,112,1
533,112,112,112,0,112,0,112,1
534,112,112,112,0,112,0,112,1
535,112,112,112,0,112,0,112,1
536,111,111,111,1,111,0,112,1
537,112,112,112,0,112,0,112,1
538,81,81,81,31,81,0,112,1
539,112,112,112,0,112,0,112,1
540,112,112,112,0,112,0,112,1
541,112,112,112,0,112,0,112,1
542,112,112,112,0,112,0,112,1
543,1,1,1,111,1,0,112,1
544,80,80,80,32,80,0,112,1
545,112,112,112,0,112,0,112,1
546,112,112,112,0,112,0,112,1
547,111,111,111,1,111,0,112,1
548,112,112,112,0,112,0,112,1
549,114,114,112,0,110,2,112,2
550,112,112,112,0,112,0,112,1
551,114,114,112,0,110,2,112,2
552,112,112,112,0,112,0,112,1
553,112,112,112,0,112,0,112,1
554,1,1,1,111,1,0,112,1
555,110,110,110,2,110,0,112,1
556,79,79,79,33,79,0,112,1
557,81,81,81,31,81,0,112,1
558,108,108,108,4,108,0,112,1
559,108,108,108,4,108,0,112,1
560,108,108,108,4,108,0,112,1
561,112,112,112,0,112,0,112,1
562,109,109,109,3,109,0,112,1
563,79,79,79,33,79,0,112,1
564,80,80,80,32,80,0,112,1
565,28,28,28,84,28,0,112,1
566,112,112,112,0,112,0,112,1
567,112,112,112,0,112,0,112,1
568,112,112,112,0,112,0,112,1
569,110,110,110,2,110,0,112,1
570,110,110,110,2,110,0,112,1
571,81,81,81,31,81,0,112,1
572,81,81,81,31,81,0,112,1
573,81,81,81,31,81,0,112,1
574,112,112,112,0,112,0,112,1
575,112,112,112,0,112,0,112,1
576,81,81,81,31,81,0,112,1
577,81,81,81,31,81,0,112,1
578,108,108,108,4,108,0,112,1
579,109,109,109,3,109,0,112,1
580,111,111,111,1,111,0,112,1
581,112,112,112,0,112,0,112,1
582,81,81,81,31,81,0,112,1
583,112,112,112,0,112,0,112,1
584,112,112,112,0,112,0,112,1
585,108,108,108,4,108,0,112,1
586,108,108,108,4,108,0,112,1
587,110,110,110,2,110,0,112,1
588,111,111,111,1,111,0,112,1
589,100,100,100,12,100,0,112,1
590,81,81,81,31,81,0,112,1
591,112,112,112,0,112,0,112,1
592,81,81,81,31,81,0,112,1
593,107,107,107,5,107,0,112,1
594,107,107,107,5,107,0,112,1
595,87,87,87,25,87,0,112,1
596,34,34,34,78,34,0,112,1
597,102,102,102,10,102,0,112,1
598,102,102,102,10,102,0,112,1
599,83,83,83,29,83,0,112,1
600,112,112,112,0,112,0,112,1
601,112,112,112,0,112,0,112,1
602,113,113,112,0,111,1,112,2
603,80,80,80,32,80,0,112,1
604,80,80,80,32,80,0,112,1
605,80,80,80,32,80,0,112,1
606,105,105,105,7,105,0,112,1
607,112,112,111,1,110,1,112,2
608,111,111,110,2,109,1,112,2
609,112,112,112,0,112,0,112,1
610,112,112,112,0,112,0,112,1
611,111,111,111,1,111,0,112,1
612,112,112,112,0,112,0,112,1
613,112,112,112,0,112,0,112,1
614,112,112,112,0,112,0,112,1
615,103,103,103,9,103,0,112,1
616,112,112,112,0,112,0,112,1
617,112,112,112,0,112,0,112,1
618,34,34,31,81,29,2,112,3
619,108,108,108,4,108,0,112,1
620,112,112,112,0,112,0,112,1
621,31,31,31,81,31,0,112,1
622,111,111,111,1,111,0,112,1
623,112,112,112,0,112,0,112,1
624,96,96,96,16,96,0,112,1
625,40,40,40,72,40,0,112,1
626,112,112,112,0,112,0,112,1
627,107,107,107,5,107,0,112,1
628,111,111,111,1,111,0,112,1
629,112,112,112,0,112,0,112,1
630,112,112,112,0,112,0,112,1
631,112,112,112,0,112,0,112,1
632,112,112,112,0,112,0,112,1
633,112,112,112,0,112,0,112,1
634,112,112,112,0,112,0,112,1
635,112,112,112,0,112,0,112,1
636,112,112,112,0,112,0,112,1
