block,chroms,mean_length,std_length,parallel_rear_score,number_of_inconsistent_colors,number_of_parallel_events,tree_consistent
274,1,7744.2,604.8888823577435,0.002664951,1,2,False
528,1,5214.5,1.5,0.0024125839999999997,1,2,False
545,1;2,3318.3333333333335,0.9428090415820634,0.002264338,1,2,False
267,1,4344.666666666667,0.4714045207910317,0.002163521,1,2,False
298,1,8563.0,691.0,0.0019523598,1,2,False
299,1,3223.5,0.5,0.0019523598,1,2,False
536,2,4353.0,13.92838827718412,0.0017475050000000001,1,2,False
601,1,4343.0,0.0,0.0016051633,1,2,False
530,2,3549.5,526.5,0.0014534308,1,2,False
297,1,3288.6666666666665,0.4714045207910317,0.0013951617999999999,1,2,False
652,1,6700.0,0.0,0.0012777442,1,2,False
624,2,7632.0,14.0,0.0012689679999999999,1,2,False
314,1,3462.5,2.5,0.0012689679999999999,1,2,False
586,1,6957.333333333333,0.9428090415820634,0.0011310659,1,2,False
648,1,4433.5,0.5,0.0010700507000000001,1,2,False
588,1,3419.6666666666665,1.8856180831641267,0.0008148542999999999,1,2,False
587,1,9299.666666666666,0.4714045207910317,0.0008148542999999999,1,2,False
315,1,4239.0,0.0,0.0007596103000000001,1,2,False
647,1,10488.5,742.5,0,0,0,True
287,1;2,5698.0,681.0,0,0,0,True
286,1,6723.5,621.5,0,0,0,True
317,1,6894.25,578.0719570261128,0,0,0,True
97,1,14978.271604938273,535.2894454669253,0,0,0,True
531,1;2,27715.666666666668,535.1145256443293,0,0,0,True
383,2,19312.51851851852,527.1169221881086,0,0,0,True
393,2,15526.765432098766,522.8996379781237,0,0,0,True
29,1,37288.38271604938,507.8469091744629,0,0,0,True
214,1,40494.38271604938,498.8559644642048,0,0,0,True
2,1,13475.691358024691,493.65734209753,0,0,0,True
561,1;2,23283.4,489.41744962761595,0,0,0,True
477,2,7594.469135802469,453.60852449204015,0,0,0,True
142,1,46877.01234567901,431.3958536699601,0,0,0,True
138,1,20055.703703703704,368.0095424301059,0,0,0,True
137,1,59081.17283950617,365.7620757438243,0,0,0,True
175,1,21325.802469135804,356.8385677735711,0,0,0,True
236,1,15130.086419753086,355.0462392953897,0,0,0,True
14,1,26387.320987654322,349.1040322912176,0,0,0,True
409,2,28806.679012345678,346.88582200795645,0,0,0,True
397,2,32268.876543209877,346.5552663856885,0,0,0,True
355,2,42761.97530864197,338.53139524005206,0,0,0,True
143,1,15285.333333333334,315.93701513254854,0,0,0,True
166,1,50605.01234567901,296.1380848180169,0,0,0,True
110,1,41719.16049382716,291.2419746911121,0,0,0,True
321,2,4623.666666666667,281.2917733037976,0,0,0,True
186,1,7516.728395061728,247.88363520234225,0,0,0,True
115,1,15467.20987654321,245.82351975638306,0,0,0,True
425,2,4978.469135802469,243.8898803533253,0,0,0,True
344,2,32376.864197530864,243.44952847708302,0,0,0,True
476,2,3677.6666666666665,241.77946282092552,0,0,0,True
354,2,51278.97530864197,241.2400564218878,0,0,0,True
386,2,27404.012345679013,240.64304253740283,0,0,0,True
352,2,32724.506172839505,234.933566835592,0,0,0,True
432,2,36394.40740740741,228.53401712254424,0,0,0,True
248,1,34885.18518518518,226.93835085582876,0,0,0,True
437,2,81894.69135802469,222.5041901103759,0,0,0,True
429,2,19145.425,211.71553881328597,0,0,0,True
36,1,46885.654320987655,209.95120894067279,0,0,0,True
174,1,7946.506172839506,209.6701185287769,0,0,0,True
345,2,22766.506172839505,208.29692265270606,0,0,0,True
177,1,14591.567901234568,207.15271031155336,0,0,0,True
50,1,8667.481481481482,206.98846577939182,0,0,0,True
424,2,14016.271604938273,205.5548956353178,0,0,0,True
8,1,12713.333333333334,205.23650915799078,0,0,0,True
153,1,7134.9876543209875,204.19583276646256,0,0,0,True
131,1,5467.9876543209875,202.8743753983317,0,0,0,True
387,2,14811.62962962963,192.66957863007966,0,0,0,True
194,1,31672.30864197531,190.3802330474275,0,0,0,True
381,2,43158.41975308642,178.22837785140717,0,0,0,True
69,1,31021.35802469136,175.2906094012064,0,0,0,True
402,2,21055.876543209877,168.48345947435217,0,0,0,True
342,2,16460.975308641977,165.5232612282056,0,0,0,True
103,1,9840.555555555555,164.22184633846624,0,0,0,True
216,1,30304.962962962964,161.46860295230462,0,0,0,True
438,2,3139.358024691358,160.68420901942082,0,0,0,True
93,1,32719.654320987655,156.33457004121334,0,0,0,True
486,2,14841.444444444445,156.18752578191558,0,0,0,True
226,1,13454.37037037037,155.39360175941627,0,0,0,True
179,1,30912.666666666668,155.10100253594211,0,0,0,True
167,1,4026.9,153.48669323429962,0,0,0,True
245,1,38443.38271604938,153.47067664591157,0,0,0,True
126,1,34032.666666666664,153.31996721131603,0,0,0,True
490,2,4339.049382716049,153.01342644506224,0,0,0,True
347,2,11998.79012345679,152.0436678704211,0,0,0,True
162,1,28618.086419753086,151.27753886877647,0,0,0,True
202,1,18077.21518987342,151.26326039882568,0,0,0,True
105,1,20894.037037037036,150.25701803165157,0,0,0,True
158,1;2,7868.481481481482,147.62164777441137,0,0,0,True
65,1,15579.024691358025,147.61310585434637,0,0,0,True
488,2,14318.024691358025,145.59931278740297,0,0,0,True
371,2,28107.37037037037,145.0084241439177,0,0,0,True
37,1,13613.827160493827,144.71605148912775,0,0,0,True
228,1,10838.234567901234,143.87110757613445,0,0,0,True
356,2,23385.41975308642,142.89311072020604,0,0,0,True
157,1;2,6275.308641975309,142.48133011552463,0,0,0,True
447,2,3638.3375,142.20776558876804,0,0,0,True
366,2,8030.16049382716,141.37145334889345,0,0,0,True
237,1,47179.345679012345,140.44586501512808,0,0,0,True
498,2,14635.197530864198,138.27271494263456,0,0,0,True
32,1,9635.839506172839,137.05666637302616,0,0,0,True
40,1,21743.79012345679,136.805233822465,0,0,0,True
98,1,25793.11111111111,135.55063743355092,0,0,0,True
20,1,17255.74074074074,133.81531198972743,0,0,0,True
348,2,3551.196319018405,130.99093111941045,0,0,0,True
494,2,16580.567901234568,128.8006343699972,0,0,0,True
406,2,14782.987654320988,128.22159578386936,0,0,0,True
467,2,8551.395061728395,127.2821963452771,0,0,0,True
480,2,26210.765432098764,122.09652845945426,0,0,0,True
182,1,8020.876543209876,121.48945823455085,0,0,0,True
412,2,7310.827160493827,121.02737065429771,0,0,0,True
232,1,54965.97530864197,120.85221822373016,0,0,0,True
104,1,13235.25925925926,119.95675947049078,0,0,0,True
504,2,3543.1604938271603,119.24893112755676,0,0,0,True
114,1,10044.666666666666,113.02649094049141,0,0,0,True
475,2,18353.777777777777,112.8791553109063,0,0,0,True
171,1,21926.382716049382,110.94560650381618,0,0,0,True
473,2,32403.35802469136,106.17436260750758,0,0,0,True
358,2,42717.16049382716,106.03172793155451,0,0,0,True
357,2,32060.51851851852,102.8711421113166,0,0,0,True
495,2,37456.58024691358,98.07125957942311,0,0,0,True
148,1,13854.691358024691,96.8996734537311,0,0,0,True
496,2,28362.555555555555,95.91186798177317,0,0,0,True
471,2,16648.85185185185,94.24987947218426,0,0,0,True
503,2,23405.0987654321,93.892847377206,0,0,0,True
99,1,15237.0,90.62907717520702,0,0,0,True
479,2,7273.7037037037035,89.95533108838438,0,0,0,True
218,1,10337.271604938273,87.82966291377663,0,0,0,True
170,1,7736.0,86.18785111030641,0,0,0,True
130,1,17509.382716049382,84.76103925353395,0,0,0,True
172,1,35691.58024691358,84.55458667827602,0,0,0,True
250,1,30300.061728395063,84.29480098769949,0,0,0,True
493,2,22596.716049382718,83.70277139944757,0,0,0,True
415,2,20528.60975609756,82.65233623622726,0,0,0,True
